NN1:,0.2854
NN1p:,0.4736
NN2:,0.5329
NN2p:,0.7792
Para:,0.9782

Number of evaluation data: ,10000
Total number of correct results:,9782
Number of results when both subnetworks are right:,3125
Number of results when only network1 is wrong:,4616
Number of results when only network2 is wrong:,1588
Number of results when both subnetworks are wrong but the combined network is right:,453

Detailed results when both subnetworks are wrong:,
3,7,5
3,7,8
4,8,9
1,7,8
3,7,5
3,7,5
4,7,9
7,3,4
2,3,8
5,7,3
3,7,5
5,7,3
3,7,5
5,8,3
4,5,9
3,7,5
3,7,5
3,7,5
2,7,8
3,7,5
4,5,9
3,7,5
4,8,9
3,7,5
2,3,8
3,7,5
3,7,5
3,7,5
6,7,3
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
5,7,3
3,7,5
3,7,5
1,7,8
3,7,5
1,7,8
3,7,5
3,7,5
9,8,3
2,7,8
1,7,8
3,7,5
3,7,5
2,3,8
3,7,5
1,7,8
1,7,8
3,7,5
6,4,8
3,7,5
3,7,5
3,7,5
5,4,3
1,7,8
1,7,8
3,7,8
1,4,8
3,7,5
3,7,5
3,7,5
3,7,5
5,7,3
1,7,8
3,7,5
4,5,9
7,3,4
4,5,9
3,7,5
3,7,5
3,7,5
2,3,5
3,7,5
4,5,9
4,5,9
6,4,9
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
1,7,8
1,7,8
5,7,3
4,5,9
4,7,9
3,7,5
1,7,8
1,7,8
1,7,8
1,7,8
4,5,9
4,5,9
4,5,9
7,3,4
3,7,5
3,7,5
1,7,8
1,7,8
3,7,5
3,7,5
3,7,5
3,7,5
1,7,8
3,7,5
3,7,5
2,7,8
3,7,5
1,7,8
3,7,5
3,7,5
