NN1:,0.2067
NN1p:,0.6071
NN2:,0.4289
NN2p:,0.7299
Para:,0.9789

Number of evaluation data: ,10000
Total number of correct results:,9789
Number of results when both subnetworks are right:,4551
Number of results when only network1 is wrong:,2717
Number of results when only network2 is wrong:,1484
Number of results when both subnetworks are wrong but the combined network is right:,1037

Detailed results when both subnetworks are wrong:,
5,3,0
9,3,4
9,7,4
5,3,9
9,7,4
9,7,4
9,7,4
9,7,4
9,7,4
5,3,0
5,3,0
9,7,4
9,7,4
9,7,4
9,7,4
5,3,0
