NN1:,0.22
NN1p:,0.6283
NN2:,0.3982
NN2p:,0.531
Para:,0.9787

Number of evaluation data: ,10000
Total number of correct results:,9787
Number of results when both subnetworks are right:,2381
Number of results when only network1 is wrong:,2885
Number of results when only network2 is wrong:,3868
Number of results when both subnetworks are wrong but the combined network is right:,653

Detailed results when both subnetworks are wrong:,
7,5,4
9,8,4
2,9,3
2,7,3
9,5,4
2,6,3
9,5,4
3,5,4
1,8,3
6,4,5
1,5,3
9,5,4
9,5,4
9,5,4
2,4,3
0,9,5
1,5,3
0,9,5
9,8,4
8,4,3
2,7,3
8,9,3
0,9,4
9,5,4
2,4,3
9,5,4
9,5,4
2,7,3
9,8,4
2,8,3
9,5,4
2,8,3
2,6,3
1,5,8
0,9,5
2,8,3
2,9,3
2,4,3
2,4,3
9,8,4
0,9,5
2,4,3
7,5,4
2,7,3
9,5,4
2,4,3
9,5,4
6,4,5
1,6,3
9,8,4
2,9,3
2,7,3
9,5,4
9,5,4
2,9,3
0,6,3
0,9,5
2,5,3
2,9,1
9,8,4
2,8,3
6,4,5
2,9,3
3,5,4
0,9,5
9,8,4
6,4,5
9,5,4
2,4,3
7,5,4
7,5,4
2,9,3
7,5,4
9,5,4
2,4,3
8,9,5
2,9,3
7,5,4
2,5,4
9,5,4
9,8,4
6,4,5
2,5,3
3,5,8
7,8,4
9,5,4
9,5,4
2,8,3
9,8,4
6,4,5
9,5,4
2,8,3
7,5,4
2,8,3
2,8,3
1,7,3
9,8,4
2,6,3
2,4,3
9,5,4
7,5,4
2,8,3
9,5,4
6,4,5
7,5,4
9,5,4
9,5,4
0,9,5
0,9,5
1,6,3
0,7,5
2,6,3
9,8,4
9,5,4
9,5,4
1,6,3
9,5,4
8,4,3
9,5,4
1,6,3
9,5,4
9,8,3
2,6,3
9,8,4
2,4,3
9,8,4
9,5,4
9,5,4
9,8,4
3,5,4
2,4,3
9,5,4
2,8,3
2,6,3
9,5,4
2,7,3
9,5,4
1,6,3
2,8,3
9,5,4
6,4,5
9,5,4
0,7,5
7,9,4
9,5,4
1,5,3
9,5,4
6,4,5
0,9,5
6,8,5
2,8,3
0,9,5
0,5,5
3,5,4
9,8,4
2,4,3
0,9,4
0,9,5
0,9,4
1,6,3
3,5,8
9,5,4
2,9,3
2,9,3
9,5,4
0,7,5
2,8,3
2,4,3
9,8,4
9,5,4
6,4,5
2,7,3
9,5,4
2,7,5
0,9,4
2,7,3
9,5,4
2,8,3
1,6,3
9,5,4
9,8,4
7,5,4
9,8,4
2,9,3
2,8,3
9,8,4
9,5,4
2,4,3
0,9,4
2,4,3
6,4,5
9,8,4
9,5,4
2,8,3
2,8,3
7,8,1
2,8,4
9,8,4
7,5,4
9,8,4
7,5,4
2,4,3
7,5,4
8,9,3
6,8,5
2,9,3
2,4,3
2,7,3
2,9,3
9,5,4
9,8,4
2,9,3
9,8,4
2,9,3
7,5,4
7,8,4
6,8,5
7,9,4
1,7,3
2,7,3
2,8,3
2,8,3
2,4,3
7,5,4
1,6,3
2,4,3
2,7,3
9,5,4
2,8,3
9,8,4
9,8,4
2,9,3
2,4,3
3,5,8
7,5,4
7,5,4
9,8,4
9,8,4
9,8,4
2,8,3
9,5,4
6,4,5
2,4,4
0,7,3
2,4,3
2,4,3
2,7,3
2,9,3
9,8,4
0,9,5
2,4,3
9,5,4
0,6,3
0,4,4
1,5,3
0,7,4
2,7,3
9,5,4
9,5,4
6,8,5
5,7,3
9,5,4
6,4,5
9,5,4
2,7,3
0,6,4
9,5,4
2,9,3
9,5,4
2,6,3
9,8,4
0,7,5
2,8,3
1,5,3
2,8,3
2,4,3
2,6,3
0,7,4
0,9,5
2,8,3
6,8,5
9,8,4
9,5,4
9,8,4
2,5,3
2,9,3
2,9,3
2,9,3
9,8,4
2,4,3
0,6,3
9,8,4
9,5,4
9,8,4
9,8,4
2,8,3
9,5,3
9,5,4
2,4,3
2,4,3
2,5,3
2,4,3
9,5,4
9,5,4
9,5,4
9,5,4
9,5,4
0,8,4
2,8,3
3,5,4
2,7,3
9,8,4
2,8,3
9,8,4
2,6,3
2,8,3
2,8,3
6,4,5
2,8,3
2,4,3
2,9,3
7,5,4
9,5,4
2,9,3
2,9,3
2,9,3
2,8,3
0,9,3
2,4,3
2,9,3
2,4,3
2,9,3
2,9,3
2,9,3
1,6,8
2,9,3
1,6,3
9,8,4
9,8,4
9,8,4
2,4,3
9,8,4
9,8,4
9,8,4
9,8,4
2,9,3
9,5,4
0,9,4
2,6,3
8,4,3
2,8,3
8,6,4
9,5,4
4,6,3
6,4,5
9,8,4
9,5,4
1,8,3
9,5,4
2,5,3
1,8,3
9,5,4
0,7,4
0,8,5
0,9,5
0,9,5
9,5,4
9,5,4
9,5,4
9,5,4
1,9,3
2,9,3
9,8,4
9,8,4
9,8,4
9,8,4
9,8,4
9,5,4
2,8,3
9,5,4
9,5,4
2,4,3
2,6,3
2,7,4
2,7,3
1,5,8
9,8,4
9,8,4
9,8,4
1,5,3
2,4,3
1,5,3
9,5,4
9,8,4
2,4,3
