NN1:,0.7018
NN1p:,0.7307
NN2:,0.3516
NN2p:,0.3797
Para:,0.9746

Number of evaluation data: ,10000
Total number of correct results:,9746
Number of results when both subnetworks are right:,1958
Number of results when only network1 is wrong:,1830
Number of results when only network2 is wrong:,5332
Number of results when both subnetworks are wrong but the combined network is right:,626

Detailed results when both subnetworks are wrong:,
9,2,1
0,2,1
0,2,1
0,2,1
0,2,1
0,2,1
8,2,1
8,2,1
6,2,1
9,2,1
8,2,1
5,2,1
7,2,1
3,2,1
5,2,1
9,2,1
5,2,1
0,2,1
5,2,1
4,2,1
8,2,1
3,2,1
8,2,1
5,2,1
0,2,1
0,2,1
5,2,1
0,2,1
0,2,1
3,2,1
7,2,1
4,2,1
7,2,1
9,2,1
6,2,1
0,2,1
5,2,1
0,2,1
3,2,1
8,2,1
4,2,1
9,2,1
9,2,1
9,2,1
8,2,1
8,2,1
9,2,1
9,2,1
9,2,1
5,2,1
8,2,1
4,2,1
8,2,1
0,2,1
8,2,1
7,2,1
0,2,1
8,2,1
0,2,1
8,2,1
0,2,1
5,2,1
8,2,1
8,2,1
5,2,1
8,2,1
8,2,1
7,2,1
9,2,1
3,2,1
3,2,1
0,2,1
9,2,1
3,2,1
3,2,1
6,2,1
3,2,1
8,2,1
3,2,1
3,2,1
0,2,1
3,2,1
0,2,1
3,2,1
3,2,1
0,2,1
3,2,1
8,2,1
4,2,1
8,2,1
4,2,1
8,2,1
8,2,1
8,2,1
5,2,1
5,2,1
5,2,1
4,2,1
0,2,1
0,2,1
0,2,1
0,2,1
5,2,1
8,2,1
0,2,1
7,2,1
5,2,1
5,2,1
7,2,1
4,2,1
0,2,1
0,2,1
5,2,1
8,2,1
8,2,1
0,2,1
5,2,1
5,2,1
7,2,1
4,2,1
4,2,1
0,2,1
9,2,1
9,2,1
5,2,1
3,2,1
