NN1:,0.5806
NN1p:,0.6285
NN2:,0.6099
NN2p:,0.5592
Para:,0.9792

Number of evaluation data: ,10000
Total number of correct results:,9792
Number of results when both subnetworks are right:,2571
Number of results when only network1 is wrong:,2966
Number of results when only network2 is wrong:,3685
Number of results when both subnetworks are wrong but the combined network is right:,570

Detailed results when both subnetworks are wrong:,
7,3,9
4,3,5
4,3,9
7,3,9
2,3,8
7,3,9
4,3,5
4,3,5
2,3,8
9,8,5
4,8,5
4,8,9
4,3,5
9,8,5
9,3,5
4,8,7
4,3,5
8,9,5
4,3,5
9,8,5
4,3,9
2,3,5
4,8,5
4,8,5
4,3,6
4,3,5
4,3,5
9,8,5
3,1,5
8,3,2
2,3,6
4,8,5
9,8,5
2,3,5
8,1,5
4,8,5
4,3,9
4,8,5
4,3,6
4,8,9
9,8,5
2,7,8
0,9,5
2,3,6
4,8,6
9,8,5
3,8,5
4,3,5
7,3,9
7,3,9
4,8,5
2,3,6
4,3,6
2,3,5
4,3,9
0,9,5
4,3,5
8,3,2
2,3,5
4,3,6
0,8,5
3,7,5
7,3,9
4,3,5
9,8,5
2,3,5
4,3,5
2,3,8
2,3,5
4,3,7
2,3,5
4,3,6
0,9,6
4,3,5
1,3,8
4,8,5
4,8,9
4,3,5
2,7,8
4,8,5
4,3,5
8,3,2
7,3,9
4,3,5
2,3,5
7,3,9
4,3,9
4,8,5
9,0,5
4,3,6
8,3,5
8,3,2
4,8,9
2,3,5
9,3,5
4,8,5
7,3,9
3,1,5
0,9,5
4,8,9
8,3,5
4,3,5
2,3,5
8,3,2
2,3,5
8,3,5
7,3,9
2,3,8
2,9,5
4,3,9
7,3,9
8,3,5
9,8,5
4,3,5
3,1,5
2,3,5
8,3,2
9,8,5
2,0,5
2,3,5
0,3,6
2,3,8
4,3,5
8,9,5
3,8,5
4,8,5
7,3,5
4,8,5
2,3,6
4,3,6
2,3,5
2,3,8
2,3,5
2,3,5
4,3,5
2,3,5
0,9,5
9,8,5
9,7,5
0,3,6
7,3,9
4,8,5
2,3,6
8,3,5
9,8,5
4,3,5
7,3,9
7,3,2
4,3,5
3,1,5
2,3,9
4,8,5
0,9,5
2,3,5
4,3,6
0,9,5
4,3,5
2,3,5
4,3,5
2,3,8
4,3,6
2,3,5
1,3,6
7,3,5
2,3,5
4,3,5
2,3,5
4,8,5
2,3,5
4,3,5
4,3,6
8,4,2
2,3,5
9,8,5
2,3,5
9,8,5
2,3,6
4,3,5
9,8,5
2,3,8
2,3,8
2,3,5
4,3,5
9,8,5
9,3,5
4,3,6
0,9,6
2,3,5
9,8,5
2,3,5
4,3,6
9,8,5
9,8,5
9,8,5
9,8,5
9,8,5
9,8,5
9,8,5
9,8,5
4,3,6
3,7,5
3,7,5
4,3,5
8,4,5
1,8,5
4,3,5
8,3,5
4,3,6
4,3,6
9,8,5
8,4,5
9,8,5
4,1,9
0,9,5
0,9,5
0,9,5
8,9,2
4,3,5
4,8,5
4,8,5
2,3,5
2,3,8
4,3,5
2,3,6
4,8,5
4,8,5
2,7,5
4,8,5
4,8,5
2,3,8
4,8,5
0,3,5
2,3,5
9,7,5
4,3,5
3,1,5
