NN1:,0.2948
NN1p:,0.6734
NN2:,0.1865
NN2p:,0.5447
Para:,0.9769

Number of evaluation data: ,10000
Total number of correct results:,9769
Number of results when both subnetworks are right:,2941
Number of results when only network1 is wrong:,2479
Number of results when only network2 is wrong:,3757
Number of results when both subnetworks are wrong but the combined network is right:,592

Detailed results when both subnetworks are wrong:,
7,8,6
7,8,6
7,5,6
7,8,6
7,5,6
7,5,6
7,8,6
7,8,6
5,8,3
7,5,6
5,8,1
9,8,3
7,5,6
7,3,6
7,5,6
7,1,6
7,5,6
7,8,6
7,5,6
7,8,6
7,8,6
7,5,6
7,5,6
7,1,6
7,8,6
7,8,6
7,8,6
7,5,6
7,5,6
7,8,6
7,8,6
7,8,6
7,8,6
7,5,6
7,5,6
4,8,1
7,5,6
7,8,6
7,8,6
7,5,6
7,8,6
7,8,6
7,8,6
7,8,6
5,8,3
7,8,6
7,8,6
7,8,6
7,8,6
5,6,6
7,5,6
7,5,6
7,3,6
7,8,6
7,3,6
7,5,6
9,5,6
7,5,6
7,8,6
7,8,6
7,8,6
7,8,6
7,3,6
5,8,3
7,8,6
5,6,3
7,5,6
7,8,6
7,8,6
7,3,6
7,1,6
7,5,6
7,1,6
7,8,6
7,5,6
5,8,6
7,8,6
7,5,6
7,8,6
9,8,3
7,8,6
7,8,6
5,8,3
7,8,6
7,8,6
7,8,6
7,5,6
7,5,6
7,8,6
7,8,6
7,8,6
7,8,6
7,8,6
7,8,6
7,8,6
7,8,6
7,8,6
7,8,6
7,2,6
7,8,6
7,5,6
7,8,4
3,8,5
7,8,6
7,8,6
3,1,5
7,5,6
3,8,5
5,8,1
7,8,6
7,3,6
7,8,6
7,8,6
7,8,6
5,8,1
7,5,6
7,8,6
9,8,3
7,8,6
7,3,6
7,8,6
7,8,6
5,8,3
9,5,3
4,5,1
7,8,6
7,5,6
7,3,6
7,5,6
7,1,6
5,8,3
5,8,3
7,8,6
7,8,6
5,6,3
7,3,6
7,5,6
7,8,6
7,8,6
7,1,6
5,8,3
7,8,6
8,7,1
7,5,6
5,8,3
7,8,6
7,3,6
9,5,6
7,8,6
2,7,6
7,5,6
7,1,6
7,5,6
5,8,3
7,8,6
7,3,6
7,1,6
7,8,6
7,5,6
7,5,6
7,3,6
7,8,6
7,8,6
5,8,1
7,5,6
7,3,6
7,8,6
7,3,6
7,5,6
7,5,6
7,5,6
7,3,6
9,5,3
5,8,3
7,5,6
7,5,6
7,3,6
7,5,6
7,5,6
7,8,6
7,3,6
7,8,6
7,5,6
9,8,3
5,2,1
7,5,6
7,5,6
7,5,6
7,1,6
7,8,6
7,8,6
7,2,6
7,8,6
7,5,6
7,5,6
7,5,6
7,5,6
7,5,6
7,5,6
7,1,6
7,5,6
7,8,6
7,8,6
7,5,6
7,8,6
7,8,6
7,5,6
9,5,3
7,3,1
7,8,6
5,7,3
5,8,3
3,7,5
3,2,1
7,5,6
7,8,6
7,5,6
7,3,6
7,5,6
3,7,5
7,8,6
7,8,6
3,2,5
4,8,6
7,8,6
7,8,6
5,8,1
7,8,6
7,8,6
7,8,6
7,8,6
7,8,6
7,8,6
7,5,6
7,8,6
5,8,3
7,5,6
7,8,6
7,5,6
7,8,6
7,8,6
9,8,3
5,8,1
7,8,6
7,8,6
9,8,3
7,8,6
7,8,6
7,8,6
7,8,6
7,8,6
7,5,6
5,8,3
7,5,6
7,5,6
7,8,6
7,8,6
7,8,6
7,5,6
7,5,6
7,8,6
7,5,6
7,8,6
7,8,6
5,8,3
7,8,6
7,5,6
5,8,3
5,8,3
9,5,3
3,8,6
9,5,3
5,8,3
9,8,3
7,5,6
7,8,6
7,5,6
7,8,6
7,8,6
7,8,6
7,8,6
7,8,6
7,8,6
7,8,6
7,8,6
7,5,6
7,8,6
7,8,6
7,8,6
9,5,3
7,8,6
7,5,6
7,8,6
7,3,6
7,8,6
7,5,6
7,8,6
7,8,6
7,8,6
7,8,6
4,6,1
7,8,6
5,8,3
5,8,3
7,5,6
5,8,3
5,8,3
3,7,5
7,8,6
5,8,3
5,8,3
5,8,3
5,8,3
7,8,6
7,8,6
7,8,6
7,8,6
7,8,6
7,8,6
7,8,6
7,8,6
7,5,6
5,8,3
7,8,6
7,3,6
7,2,6
7,2,6
5,8,1
7,3,6
2,1,6
7,8,6
7,8,6
7,8,6
7,8,6
5,1,1
4,8,1
7,2,6
7,5,6
7,5,6
7,8,6
7,8,6
7,8,6
7,8,6
7,8,6
7,8,6
5,6,3
7,5,6
7,8,6
7,8,6
7,8,6
7,8,6
7,3,6
7,8,6
7,8,6
