NN1:,0.7287
NN1p:,0.7355
NN2:,0.6471
NN2p:,0.7261
Para:,0.9796

Number of evaluation data: ,10000
Total number of correct results:,9796
Number of results when both subnetworks are right:,5383
Number of results when only network1 is wrong:,1844
Number of results when only network2 is wrong:,1941
Number of results when both subnetworks are wrong but the combined network is right:,628

Detailed results when both subnetworks are wrong:,
6,2,9
9,7,8
6,2,9
4,7,9
4,7,9
1,8,3
9,7,8
6,2,9
4,7,9
4,7,9
6,2,9
6,2,5
9,7,8
6,2,9
4,2,9
4,7,9
9,3,8
6,2,9
6,2,9
6,2,9
4,7,9
6,2,9
9,7,8
5,3,2
4,7,3
4,7,9
0,2,8
3,5,8
6,2,9
4,7,9
9,7,3
4,7,9
6,2,9
4,7,9
4,7,9
9,7,8
4,7,9
6,2,9
6,2,9
4,7,9
9,7,8
4,7,9
9,7,8
4,7,9
4,7,9
5,3,2
6,2,9
9,7,3
9,7,8
4,7,9
6,2,9
6,2,9
0,2,8
4,7,9
4,7,9
4,7,9
9,7,8
5,7,8
4,7,9
4,7,9
5,3,2
4,7,8
9,7,0
6,2,9
5,3,2
4,7,9
9,7,8
4,7,9
4,7,9
9,7,0
3,5,8
5,3,2
9,7,8
4,7,9
9,7,0
9,7,4
4,7,9
4,7,9
4,7,9
9,7,8
4,7,9
4,7,9
4,7,9
4,7,9
4,7,9
8,1,3
4,7,9
4,7,9
4,7,3
4,7,9
4,7,9
3,5,8
4,7,9
0,3,8
6,2,9
4,7,9
4,7,9
6,2,9
4,7,9
6,2,9
9,7,8
4,7,3
4,7,9
6,2,9
4,7,9
4,7,8
4,7,9
4,7,3
4,7,9
4,7,9
4,7,9
4,7,9
8,1,3
4,7,9
4,7,9
3,5,9
4,7,9
4,7,9
9,7,8
6,2,9
6,2,9
4,7,9
4,7,9
4,7,3
4,7,9
3,5,8
4,7,9
6,2,9
6,2,9
4,7,9
6,2,9
9,7,8
8,1,3
6,2,9
4,7,9
4,7,9
6,2,9
4,7,9
6,2,9
4,7,3
6,2,9
4,7,9
4,7,9
6,2,9
4,7,9
4,7,9
4,7,9
9,7,8
4,7,3
4,7,9
4,7,9
4,7,9
4,7,9
3,5,8
4,7,9
4,2,9
4,7,3
6,2,9
6,2,9
4,7,9
6,0,9
4,7,9
4,7,9
4,7,9
8,7,9
4,7,9
6,2,9
8,7,9
1,8,3
5,2,9
6,2,9
4,7,9
6,2,9
4,7,9
9,7,8
4,7,9
6,2,9
5,3,2
6,2,9
9,7,8
6,2,9
4,7,3
6,2,9
6,2,9
4,7,3
6,2,9
4,2,9
1,7,3
9,7,0
6,2,9
6,2,9
4,7,9
6,2,9
4,7,9
4,7,9
6,2,9
4,7,9
6,2,9
6,2,9
5,3,0
4,7,9
4,7,9
4,7,9
8,1,9
6,2,9
6,2,9
5,3,8
6,2,9
4,7,9
6,2,9
9,7,8
4,7,9
4,7,9
8,7,9
6,2,9
9,7,8
6,2,9
4,7,9
4,7,9
4,7,9
6,2,9
6,2,9
6,2,9
6,2,9
9,7,8
4,7,9
6,2,9
4,7,9
6,2,9
4,7,9
9,7,3
4,7,9
4,2,3
6,2,9
6,2,9
4,7,3
4,7,9
6,2,9
6,2,9
6,2,9
4,7,9
4,7,9
4,7,9
4,7,9
4,7,9
4,7,9
6,2,9
9,7,8
6,8,9
0,2,9
3,5,8
5,3,8
6,2,9
6,2,9
4,7,9
4,7,9
4,7,9
4,7,9
4,7,9
9,7,8
4,7,9
4,7,6
4,7,9
0,2,8
4,7,9
9,7,3
4,7,3
4,7,9
4,7,9
8,1,9
4,7,8
4,7,3
4,2,6
0,2,9
4,7,9
9,7,3
6,2,9
3,5,8
9,7,3
4,7,9
4,7,9
8,7,9
4,7,9
6,2,9
4,7,9
0,2,8
4,7,9
4,7,9
7,2,3
6,2,9
9,7,8
9,7,8
4,7,9
4,7,9
3,5,8
4,2,9
3,5,8
4,7,6
5,3,0
8,7,3
8,2,3
4,7,9
4,7,9
5,3,8
6,2,9
6,2,9
6,2,9
3,5,8
6,8,9
6,2,9
4,7,3
4,7,9
6,2,9
9,7,8
5,3,7
3,5,8
6,2,9
6,2,9
6,2,9
6,2,9
6,2,9
4,7,9
6,2,9
6,2,9
4,7,9
9,7,8
6,2,9
9,7,3
6,2,9
4,7,9
4,7,9
4,7,9
4,7,9
4,7,9
4,7,9
9,3,8
8,2,3
4,7,9
6,5,9
5,3,0
6,2,9
9,7,8
6,2,9
6,2,9
4,7,9
4,7,9
9,7,8
4,7,9
4,7,9
6,8,9
4,7,9
4,7,9
5,3,8
6,2,9
6,2,9
6,2,9
6,2,9
4,7,3
4,7,9
6,2,9
9,7,3
6,2,9
6,2,9
6,2,9
5,3,2
0,2,8
6,2,9
3,5,8
4,2,3
6,2,9
9,7,8
9,5,8
9,7,8
6,2,9
6,2,9
8,2,9
6,2,9
9,7,8
6,2,9
4,7,9
6,8,9
9,7,8
6,2,9
4,7,9
6,2,9
6,2,9
6,2,9
3,5,2
0,3,8
9,7,8
6,2,9
9,7,8
9,7,8
3,5,2
1,8,9
6,2,9
9,7,8
4,7,9
4,7,9
4,7,9
9,7,8
6,2,9
4,7,9
6,2,9
6,2,9
6,2,9
4,7,9
4,7,9
4,2,9
1,5,9
8,2,9
4,2,3
9,2,8
4,2,9
9,7,8
9,7,8
4,7,3
8,2,9
4,7,9
4,7,9
4,7,9
4,7,9
9,7,8
4,7,9
4,7,9
4,7,9
4,7,9
7,9,3
4,7,9
4,7,9
4,7,9
4,7,9
4,7,9
2,7,3
4,7,9
6,2,9
4,7,9
6,2,9
4,7,9
6,2,9
6,2,9
6,2,9
6,2,9
4,7,9
6,2,9
0,2,9
9,7,3
9,7,8
9,7,0
4,7,3
6,2,9
