NN1:,0.7646
NN1p:,0.816
NN2:,0.4924
NN2p:,0.38
Para:,0.9802

Number of evaluation data: ,10000
Total number of correct results:,9802
Number of results when both subnetworks are right:,2791
Number of results when only network1 is wrong:,973
Number of results when only network2 is wrong:,5349
Number of results when both subnetworks are wrong but the combined network is right:,689

Detailed results when both subnetworks are wrong:,
3,7,5
4,2,6
3,7,5
3,7,5
4,2,9
8,2,9
3,7,5
2,7,9
7,3,9
4,2,6
8,0,9
3,7,9
7,3,9
2,7,9
4,1,9
4,2,9
3,7,5
7,3,9
0,2,9
3,7,9
4,2,6
4,2,6
3,7,8
4,2,9
3,2,5
3,2,5
4,2,9
8,3,9
0,2,9
3,7,5
3,2,9
4,2,6
3,7,8
0,2,9
2,7,9
5,0,8
8,1,9
8,1,9
4,2,6
4,2,9
3,2,5
4,2,6
3,0,9
4,2,6
3,7,9
3,2,5
3,7,9
4,2,6
3,0,5
3,7,5
4,2,6
3,7,5
5,2,3
4,2,9
3,7,9
3,2,6
0,2,6
0,2,6
3,7,9
3,7,5
3,7,9
0,2,6
3,7,5
3,7,5
3,7,8
3,7,8
4,2,3
3,7,8
3,7,5
3,7,5
3,7,5
4,2,6
8,2,5
3,7,8
3,7,9
3,2,5
3,2,5
3,7,5
0,2,6
0,2,6
4,5,9
4,2,9
3,2,9
7,0,9
4,2,6
4,1,9
8,1,9
3,2,9
0,2,3
3,7,8
3,7,9
8,2,9
4,8,9
0,2,6
0,2,6
0,2,6
4,2,9
3,7,8
4,2,6
4,2,9
0,2,9
0,2,6
0,2,9
0,2,6
3,7,9
3,7,5
4,2,6
3,7,5
